words,sentiment_coefficient
Finally,-54.41750410973678
December,-53.22949305194724
“retweets”,-15.647457158650294
running,-56.934473289035466
treat,-56.36589926070173
grace,-56.50019649580602
state,-58.104859747557015
achieve,-48.588514293600866
burnaboy,-39.78409103231545
followed,-55.42527537941683
among,-55.64170105376948
peace,-57.03293760952401
KofoOkBOY,-55.56795872314182
device,-57.149367614447264
adamugarba,-30.53060223598462
bankbetterwithv,-58.060339122512865
ones,-59.456428633433156
tier,-53.197308374756894
sirepaul01,-49.49620885211388
listening,-51.29271857684235
Would,-55.62699871599806
Tell,-56.23430073088873
200,-53.1147916319226
TundeEddnut,-34.828442246525
KataKataJuncti1,-41.51738968832837
interface,-57.476848717933
prior,-54.211695689068925
Yeah,-59.29190758280365
order,-52.419549855983
important,-57.32790056561821
fall,-54.3815272577376
early,-56.22666791637568
complaints,-58.35770044828259
therealochulor,-46.10523752901369
course,-57.38486548335694
5037,-46.412086149192405
matter,-58.60041298459163
Don’t,-53.14439507959051
Birthday,-52.30669636523455
vex,-57.75254448920684
Already,-57.322571994382656
DrIkejioforP,-32.90419748490208
forward,-56.113410065078874
dollypizudp,-42.82604124231083
Naira,-49.48218508583852
contact,-53.04436865890346
24hrs,-55.349093133608505
I’ll,-55.60800732107609
atm,-54.547648673060756
promise,-50.599840200492785
history,-55.812675619951435
delighted,-53.853146556231096
interesting,-23.953668786214468
SheriffAina,-41.98369261248955
ban,-53.509633445544104
switch,-55.3118263280671
fees,-58.414371631373015
ElyteGamers,-20.434294705451958
ZeroRemorseCODM,-19.484396914158694
maybe,-56.970505031842634
Bro,-54.890004187529904
loves,-60.361263598503676
immediately,-55.10396849917233
VbankTargetSavings,-44.621341048983695
tco0RhrO5KUvl,-24.893992780929395
transact,-55.43940429362318
awesome,-56.72634102335406
happened,-57.62271736075686
daily_transaction,-54.53860228169818
transferred,-50.66790476382326
purchase,-44.61662302417991
ahead,-55.956332460154144
Layib,-45.69074932859233
dry,-56.03440695057203
delete,-57.14118615545618
place,-56.42969100760335
StanbicIBTC,-54.82461584094347
Ryhnogee,-59.10937761862454
meaning,-39.16423035598703
theafrogamer,-22.634012188167667
representative_sent,-23.806613028073798
Running,-7.462151767723684
worst,-59.10547062896247
gt,-23.997696873478237
created,-54.811399439113984
OLABODE03840941,-42.67876590473038
body,-54.43483823394757
Kudos,-57.80703026828008
RaphnationMix,-37.94131709153284
cuz,-54.762711767589586
deejaybign,-36.60986394926298
RT,-54.321756356415136
bimbocash,-7.49770577174907
facing,-48.18366877182036
screen,-46.5729308483295
Ayra,-53.433270478691405
20k,-54.17805278861707
possible,-53.72228043148468
sponsors,-58.4634470172064
instead,-58.04064593830497
youll,-58.17922936338497
rubbish,-53.446915049285536
becoming,-55.867293189769356
yusufahmedng,-43.40331399744369
30k,-56.82832428936015
tcoGibm8UqH4O,-44.25869838530154
simple,-51.99036686185198
travel,-41.1453964961802
apologies,-35.223526319399234
temporary,-35.24771547122906
Feeling,-41.941260475709655
fixed,-54.120062582908325
50,-51.928092138670266
begging,-52.77431427248301
y’all,-52.23865604464217
hasnt,-56.06474880318716
People,-59.404520837892264
road,-52.121994874427095
friendly,-54.15669134011592
tonight,-56.52292149333182
Banking,-55.41589063556329
media,-51.55377146525275
Lmao,-59.84654287881735
quick,-52.20894164049467
bvn,-55.973119738815754
selfie,-55.36637071918881
womenintechnig,-45.94161334637602
oga,-60.32298627212371
fuck,-55.88445899839546
Dm,-53.70314597788499
OPayNG,-55.60376071576324
Customer,-56.02275524379568
share_details,-52.21356189790908
Children’s,-52.61627273418445
wise,-50.31664330864986
pair,-53.61388357242095
valid,-57.12226201900343
Really,-55.27499561552013
initiated,-51.610387668736564
Ibukun10,-42.683303027133725
together,-57.71874950520412
three,-54.653635262802524
conversation,-52.415012775763984
representative,-56.12629849841527
BankBetterwithV,-40.4828033732121
list,-55.60431941730066
store,-59.10157973235445
testify,-43.4974502084832
children,-60.944519219991236
Lionheart147,-43.25739236271134
blessed,-48.65565646702386
Youre,-54.91876006389457
inconvenience,-52.62146082720696
delivered,-50.67771122703645
second,-54.92237988215754
accessbankhelp,-53.44715064830269
10000,-54.56909174533367
value,-53.72642545414213
Here’s,-42.75097829755141
current,-39.36849008540871
Take,-47.488109372097455
lindaikeji,-30.80226044577876
iCONs,-51.66432716846744
Whatareyousavingfor,-39.83963043619127
interests,-50.113867264744826
Boltappng,-46.69873440015088
alot,-57.31976608658681
delighted_satisfied,-48.06643281145744
pinned,-36.2880488167719
bills,-53.77028833122606
either,-49.241318993032955
experience_committed,-34.13388228066228
stranded,-53.70827693247098
wants,-54.237400487662114
kyc,-55.22634546629072
gtgt,-30.66904210659884
normal,-53.50416721782955
MTN,-46.83489917797503
Start,-52.085871514007415
hours,-54.55516520051339
uploading,-54.33525870066495
justusoc,-44.13805400742418
nko,-55.550722372521236
NGOCSWAfrica,-8.5260614593657
special,-56.90866772112071
whole,-56.865867704992745
Playstore,-48.38580712787705
cap,-58.00468410091602
Leveled,-1.42684684293348
including,-55.30408935318921
crazy,-51.392115553173305
accept,-55.96189668947116
release,-55.005457611611234
MastercardFdn,-10.83256458057484
Hope,-56.60949505365283
comments,-57.30273113670506
complaining,-52.898714238531724
clients,-41.49105855138253
IG,-53.39920531621684
camp,-52.01426615456554
donifeski,-54.64275061137141
sense,-50.79247351045222
u_want,-14.249084613157196
AyamJamotech,-54.41136599543725
shoe,-54.598668339282604
Wahala,-56.09777979192172
That’s,-56.22560145170724
note,-52.70264938563062
several,-57.47119128948461
Location,-38.9054537882194
looking,-54.71341779546049
UNVolunteers,-7.746449189580985
Always,-56.42205538961987
CocaColaNG,-7.450260188587184
swift,-55.99755323443766
bear,-53.52240684487124
yes,-55.769068405234215
ehn,-57.861576773205876
AWARD,-8.514167522687174
regular,-56.70078317962437
Every,-55.60810291541265
delay,-49.95889192544505
giveaways,-60.64095723641729
hustle,-50.73817478893202
VOLUNTEERS,-8.464555339433605
branch,-53.6990902755232
super,-58.1292187530474
lay,-45.12495945628807
choose,-51.18967719393906
NIGERIAN,-9.376643814382517
winners,-54.24119674531227
NVA2021,-7.123116227083721
Edition,-7.1556104772673335
im,-54.12099619728459
feeling,-53.411033329263724
FordFoundation,-7.48076544490823
Wait,-56.77291941526598
RockefellerFdn,-6.697421576973232
remaining,-33.025920592903944
HenshawKate,-6.6696067436617765
begin,-53.00835967189021
theflutterwave,-45.03301052790128
val,-60.216455622589976
report,-53.55727874504938
investigate,-48.85185535800363
took,-53.30718137263412
gtbankhelp,-55.300061139165926
catch,-54.49116108815369
commercial,-55.12159414393866
difficult,-51.872471890162124
bye,-54.30920067159996
faith,-54.70060590115793
Verified,-54.16936758461213
avoid,-55.29107841287169
spleezvibes,-49.84644166747829
SAGC8,-23.200540061996044
vfd,-55.00767910511534
Congrats,-53.99192930041474
Mr,-57.80446671577294
charging,-57.207403375142164
winner,-50.46222400711753
tollyak47,-49.724942883105264
multiple,-56.83807350695373
25,-51.35709856745142
dy,-56.61925366370426
market,-53.04850326989728
recommend,-59.5423671075412
starting,-53.18042762771688
mouth,-59.20604651128797
case,-56.99961072059881
concerned,-50.94754231584416
excited,-56.992243787503405
resolving,-52.34061007406725
regard,-48.456693823108736
serious,-56.61627891423306
PepsiNaija,-7.793862667260572
LagosNigeria,-5.9635550049229895
August21st2021,-6.682398683140604
wallet,-53.738913088305914
bill,-56.441924074903156
NVA5,-6.819089374342363
Anticipate,-11.378237154178553
explain,-55.584274546300264
age,-55.77953285046543
SeniormanOA,-45.17097641287855
prank,-54.507766556251745
reached,-51.901582864260476
preference,-42.03340156952189
seamlessly,-36.66411983659269
restored,-48.78038975311579
social,-50.35937080510045
vibes,-45.969387316265355
message_assist,-27.74073387931277
red,-56.83034313300796
VBANK,-53.83112316658256
username,-49.29537806166761
international,-55.42092894626797
Microfinance,-55.30530040719109
session,-53.07706136174888
deduct,-51.042197291786344
changed,-55.173677305991674
Imagine,-56.97703004780768
form,-44.20517231674735
aint,-58.831639995111395
shared,-54.54738179451407
interested,-45.64516201416201
verve,-52.991193428803854
mandatory,-28.64950750079775
anywhere,-58.19972291356628
church,-34.884066284083275
young,-53.930947934186044
spoil,-53.71439226059816
Need,-56.758110355768615
block,-59.386250937263014
receipt,-51.00998545068712
avail,-50.23149660871062
Life,-50.118145601880926
Tag,-47.01117638212691
concern,-56.70174821740287
seriously,-53.048370534675314
comot,-55.93310664740695
Anything,-55.1625895690932
unplanned,-33.517901427613495
Great,-57.795866911152736
Samaritan,-49.2010045743979
posted,-42.98556490622123
Yall,-59.97143893138172
wake,-52.28194924428279
responding,-55.86908203854328
Everything,-50.320534539732925
eat,-59.79980835980266
advice,-53.77353987158789
tickets,-54.77495079396274
Friday,-57.16699089758597
bet,-55.62000339310377
ensuring_complaint,-26.919220650299053
duly_resolved,-29.014937798527697
this,-54.90425525082663
Central,-33.395614490100826
serviceproduct,-27.212275043673515
grateful,-55.51198441956731
AnointedEmmy,-47.46087759904001
University,-51.77335760619812
reflect,-57.82746873367905
McJogoor,-37.65896815944344
funded,-54.07237801645622
youve,-55.292446866379116
Lay,-46.57972174923594
food,-54.0193356192701
light,-56.13632236947868
afford,-49.32397587644345
October,-42.40409553990414
sim,-39.69961975502908
Live,-45.50465706669151
Nah,-49.69384831739092
label,-23.089703751775392
absolutely,-54.510884411399104
Starr,-51.53665945381005
xoxolabii,-39.62944891852548
advised,-51.77318992702123
challenges,-40.18130729096327
Avenue,-42.598142870262926
getcarbon,-46.754330337382434
noticed,-55.00287427410237
test,-56.37731835282976
wizkidayo,-52.99183674390806
BANK,-44.146175301748954
cast,-48.55961774517725
FaithEsiri,-43.19433307216622
helps,-51.190991428612186
Veelage,-40.222269455869224
retrieve,-50.08162414565085
DMs,-53.48765754338675
recover,-46.653120464096155
existing,-46.0840538649048
Alexanderime,-42.61782706276168
says,-58.52480081347117
Datspiv,-52.819120090125985
Apple,-40.522594371411174
trovefinance,-41.86830054860672
borrow,-50.617685051966255
funny,-54.439424962046644
stories,-55.45571461597596
1000,-55.42322951795526
fadexfirmino,-47.909908552776145
cannot,-55.61671865974696
Valentine,-55.41073122702333
plans,-48.932141033030334
recently,-57.0367811460848
hello,-54.83257880622634
handle,-53.45550592737246
BetwayNigeria_Trade,-11.828296491061096
dull,-57.43874265491157
Bank_Bet,-11.536162027930905
bag,-52.32225884191938
NUGA,-47.815592728324276
deactivate,-52.06767284584153
imagine,-57.17402949705976
fahvoryht,-44.08793272824157
sincerely_apologize,-49.967586355641714
despite,-58.46266171351026
registration,-53.44237956820083
kinqstarkid,-40.69349323602946
streaming,-55.97740735061716
applied,-52.696739257642555
air,-57.61294634647188
wire,-53.982684249976366
smart,-58.1832121960093
upgrading,-56.175538010726484
revert,-45.002496320923655
sageRichkid,-52.73941265464061
evenubi,-47.08419065803362
GirlCodeAcademy,-43.24343947267132
Ask,-56.366629781197524
period,-55.39220133338983
system,-55.240936684755916
government,-50.45061959440419
easier,-56.796778789673134
lemme,-57.961805321509225
covered,-51.25215411083138
sadd33q,-51.211729123534724
tohdarfihc,-40.181550391127814
sincerely,-55.366242893689574
Adeauthority,-52.31888430764614
hands,-57.24976969546717
shishi,-54.784871323078654
nobody,-55.249840079654646
DoMorewithV,-42.45802270470377
that’s,-54.78665713416741
ways,-57.91962835655083
Join,-54.31624285355867
Bio,-53.953476219706396
pictures,-57.13961847213258
treated,-54.93191664142779
beatsbysarz,-42.29122993239454
Lojaymusic,-47.61129991762846
surprise,-53.20278729644408
MrsZanga,-48.37762977139423
enquiry,-54.06501144918745
longer,-51.749675958825904
laugh,-58.65462442051095
perfectskones,-53.149805520206364
satisfaction,-50.2156271319084
seconds,-43.05697365489741
FBNhelp,-54.750639555607734
document,-54.17494665450611
omo,-53.036540637871326
putting,-57.08159888705537
operate,-55.94651481613819
influence,-55.32940658294814
afternoon,-49.01790661506173
kon10dr,-57.61091800838393
blvckWitch,-48.20464364271084
Sent,-58.77507199110182
shit,-57.34737158541218
March,-56.39162908798738
kuku,-57.490800293102524
patiently,-51.24022168471361
isn’t,-55.327635945910295
search,-50.26259312243995
calls,-53.11054767486637
Gtbank,-54.41509603487259
powder,-55.891164049320125
SupaKomando,-33.282568147161506
tco2khXStCoPx,-54.27381311351064
snap,-55.04615541941438
fact,-55.390630846125504
thinking,-55.71199697187442
anyone,-57.71186148959891
gifts,-56.07404463255102
spend,-53.80479362795242
150k,-52.651459953144695
Saving,-52.02598834286292
read,-58.4135879205122
looked,-52.525021472519256
creating,-56.89950377301748
gives,-56.35420382712398
stuck,-52.90956818140228
jare,-56.12552651267898
Music,-37.95919509436293
oldcovenant,-55.88049642421722
incase,-53.60088481175551
except,-59.27818470351564
babe,-57.92209466521956
photo,-56.74738946180493
woman,-59.96850251572771
KeepitOn,-49.88266106800365
patience,-54.98403678336679
locate,-51.398324349089286
goal,-53.19225738718958
gimme,-50.54591619954082
advert,-40.85925328381026
especially,-58.548548806722984
goals,-56.79962634813015
scam,-61.793002237225494
referral,-56.074542533221
StanChartNG,-46.83729511220184
Dhamii,-50.91657889464487
Show,-54.57680206558299
requesting,-54.24801980338329
Google,-52.46372335768098
sees,-53.298183978731664
OTP,-51.597128832396
directly,-35.762447478591724
GeneralSP,-58.111955844073925
recharge,-56.45767880678671
reduce,-55.83575274611692
rectify,-54.52506483469855
info,-53.74006828345216
Sabi,-56.69936598500669
SAPA,-46.0793054003807
steady,-56.00287642372836
oya,-53.74695397925062
paying,-57.1783385754411
finance,-57.422822683679165
Imabinbright,-36.94402786147047
contain,-27.106408775958997
stopped,-56.87461698680145
seems,-54.69820685339642
Free,-54.18516967886919
enjoyed,-54.50877728381871
massive,-46.22764902142888
rice,-53.63868773281118
shock,-55.60695665415581
vbanking,-56.8978121911326
Simply,-53.30715063921679
choke,-52.84758356274341
Nigerians,-57.1299384362696
kept,-57.0480250474519
Appstore,-45.161895570468424
hospital,-53.51972540523709
pain,-53.49096858244758
85k,-33.85869776402763
beneficiary,-51.776650629551625
perform,-55.13149259483844
view,-38.10589326208671
Card,-56.76668163187728
it,-54.90770360471978
playstore,-49.86526111224817
mistake,-55.88455945470831
sup,-49.975837026429275
journey,-56.97308480892721
7,-56.846547304292535
hit,-53.115907065295325
whatareyousavingfor,-48.57756504313299
King,-60.32730389624431
shi,-43.777004703344815
gan,-56.78442831352263
accordingly,-55.55193895359349
along,-55.85115521648273
contacted,-54.61586959224755
serve,-52.72972799849259
HouseOfDTales,-51.45734096702459
necessary,-53.960447021227466
news,-55.40129497052043
forgotten,-52.60395767574322
prompt,-56.82632200781544
shows,-57.99722809196309
successfully,-53.997438272014406
goes,-52.236964567909254
tey,-54.91229540469352
gat,-46.423123223387414
Time,-54.457078500901794
offering,-54.186223595917134
knw,-61.256551142946996
game,-52.10233388762464
lit,-57.27361559959914
pocket,-50.32990381312958
words,-49.577962570975636
street,-56.217420610964865
Lord,-56.11503368022287
ooh,-54.76844479384759
sufficient,-48.13199678061505
mama,-55.65279155247263
based,-56.943370146421636
boys,-55.35638481323777
playing,-58.43634078667121
expecting,-52.95168451828544
deen,-56.92966038276841
Let’s,-53.39237305596004
ti,-56.5210007775957
devdhee,-54.82683723694719
extra,-49.276460518287436
cry,-56.09453659503326
betway,-54.28029277732187
invite,-53.07751481691125
Vbankpicture,-46.91805003960752
Fix,-56.40744813426264
Lekelee17,-52.67988133521471
ending,-19.62132675920197
mood,-54.35911221123617
personal,-53.04991024277821
package,-54.845090105082065
retweets,-31.966643075953268
needful,-53.41305929498879
eye,-54.35219161504986
Uncle,-53.46522276710996
Anyway,-51.109188570610996
NugaUnilag,-33.83978985927548
Aunty,-54.087507802304515
Referal,-21.49615378113693
videos,-57.49995821399317
Give,-51.77630531560024
participate,-52.58700628762637
themayorofmilk,-36.9772783950106
HantecAfrica_Call,-12.195459444751062
iamLaBii,-48.981563422456745
x,-47.2035567885902
Theres,-55.25751857013012
listened,-54.695719744841696
OK,-62.07297393404191
loosemedium,-50.77339821948472
unfortunate,-53.60140193094474
party,-58.48927168670499
Elkrosmediahub,-52.724398027163154
text,-54.05282249493846
movie,-55.513453828608384
StanChart,-46.33782894881022
MFB,-54.96704570013621
sopzie001,-45.250555604380125
Crypto,-8.522937003177868
tobocarlos,-47.42113597992767
…,-51.30488526078791
multipletunjai,-54.483629543337244
channels,-43.35633518643278
3rd,-52.758203869372664
connection,-49.58292811072734
lots,-54.79102404961766
SwitchToV,-53.60981166526579
speak,-51.72162366849741
maintenance,-57.300153334379765
Olamide,-50.31127691084198
invalid,-54.49981270871243
eyes,-56.20685472750264
Bros,-55.36563162568854
Globerekete,-33.22914217959823
Notice,-43.81377527780843
SodiqTade,-40.208387446760156
literally,-52.77042075657359
iPhone,-53.0292565321007
tcoIOkmyLL9ZE,-40.46688581252659
Vcard,-45.85353511682777
voice,-60.7934101104543
activate,-53.53367683172294
moving,-55.23371680334055
featues,-31.820184048697875
mode,-56.82645226355308
instant,-56.99655002923239
theyre,-58.23559668648452
skills,-56.28931112058212
effortlessly,-50.830730646060395
communicated,-56.30728570291516
delayed,-47.54524447812081
reading,-50.742231132816585
DoMoreWithV,-54.85634137028805
script,-32.514287694549246
direct,-54.91052341454014
acknowledge,-48.91593930368522
FSYusuf,-36.659929373745506
Correct,-46.00695816983662
Vee,-57.62493934849249
vibe,-55.02548776113209
refuse,-59.00745460720741
MyFCMB,-50.23496777742466
takes,-53.222471555467074
exact,-57.00163739862514
Bujutoyourears,-58.89864872848798
wasn’t,-56.65599061828083
step,-56.427087831641984
member,-56.490014471620675
Olayiwolabalo,-55.75725291901887
aware,-52.68624434141866
image,-58.21446212164538
straight,-56.23759688906216
You’re,-58.719653057620285
wonder,-57.356283278659554
legit,-59.3402936240065
Wish,-57.01555587641881
Globerekete_Join,-12.340531059067438
knows,-52.355731003902086
leaving,-55.937375406996324
family_happy,-14.176430369626505
favor,-53.74483320099229
usually,-53.44312677648687
concert,-52.21887312104625
cc,-50.12194773210606
agent,-53.65586515344818
ManUtd,-53.74438496900985
loved,-52.540859339012044
300k,-53.391600133619306
deal,-56.6839375837014
esteemed,-55.44494550901576
Unilag,-57.068958024653455
sad,-51.66048679838541
company,-53.62037937976289
Working,-47.39741219595737
required,-51.98966779344359
shout,-55.16939864142212
olayoonuidrisOO,-45.634031710514094
olabodeEO,-48.29907490262361
reward,-57.66174415662467
Kingjamesx,-50.530546678130534
beginning,-56.873025065259505
believing,-50.38557340291363
major,-60.13064174653215
AsiwajuLerry,-29.057835183016014
wife,-52.43055844082214
waspirine1,-58.933519829144934
JustKelechi,-56.73176339002057
fucking,-52.68558902537787
chidiwilliams,-46.2299399329149
secure,-56.492139971805905
whatsapp,-53.99484770646383
remind,-57.18366293705279
Watch,-51.91686205187343
NYSC,-49.36694994917021
voters,-53.652130727878614
artist,-55.639623688823036
Christmas,-52.59451350987022
akant,-55.39807987021028
apps,-56.18303790282941
rubiesng,-46.93459868970423
king,-46.236742335263706
Cos,-56.933362275864084
youd,-55.49599542418706
restricted,-53.31491507301441
refunded,-57.61826830416269
involved,-46.234175081791264
appreciated,-53.749825020941785
fish,-54.22053789783195
good_health,-14.376259974311477
unclebayotics,-33.708086366189825
users,-58.16968314437901
present,-56.10047146272536
child,-57.72047787178144
proof,-57.46540574979233
perfect_future,-12.77227189277731
format,-52.64170632621198
ok,-53.13732094450822
activated,-49.773500790602576
neva,-53.614172105884606
Three,-40.57191838787146
OtebatabusayO,-53.736914839508394
08091111463,-45.51499707356135
Vbanking,-52.880260711561526
application,-57.6699627238399
choice,-57.753425438223516
shop,-57.286927799335224
Sesan,-56.54776136547069
signed,-55.15686615219056
poor,-55.993690637156845
saver,-51.65909372692982
upon,-54.67935992227622
soft,-51.26446391976388
THardey,-51.31631802356708
nin,-56.619569598730656
flex,-52.85862223884369
wishing,-55.3585505263023
bcos,-55.69412081036714
MTNNG,-54.234472007775565
official,-56.06359495739063
land,-56.54285361578271
Ezigbopikin,-55.08733873122911
wen,-57.176949353520705
trouble,-58.16285718554939
high,-55.595327611287246
em,-53.183667204851794
ease,-60.504120684110696
microfinance,-54.815136218575375
concerns,-52.43912423322991
gannycoz,-53.166426661338065
C,-57.03518023177967
benefit,-55.53990938432477
statement,-55.840499558495466
updating,-53.58035498441386
Amazing,-57.67471465823378
DigitalQueenn,-43.086087497080996
theyll,-53.455016879774504
act,-54.41768199403632
port,-61.467998896147606
EditorFemi,-52.28696424921115
recharged,-53.30359990902118
salary,-56.678787097835105
Aza,-44.13104723288318
shot,-48.59322028241361
marketing,-59.09870814523884
holding,-59.75421774432589
whatever,-50.13018536892002
hypee3,-51.87524386895158
everybody,-51.156840481220435
papa,-56.25596927160953
Honestly,-58.157492218114086
cake,-56.91144224653836
Ah,-54.075953213559
whine,-53.94448004173436
wit,-57.75854981068675
Lemme,-57.3609404941504
across,-56.84824361304186
Virtual,-54.604565587617905
worked,-60.35245372543623
mins,-21.92729215512532
ITanimowo,-43.57760470479739
pastures,-34.02955616892943
Easter,-50.066535713266234
VIP,-55.5914510942268
camera,-46.00332045768161
couldn’t,-60.6216508363855
bringing,-59.72171297895952
GOD,-52.21916504817626
stressed,-56.41434712095598
fear,-56.208408230498485
helping,-58.71606793663385
busy,-55.78612308014001
trusted,-55.28409458786368
Tunjizzy1,-54.08601577220725
oooooo,-53.79703954909954
miracle,-44.00033826312266
hv,-55.328208405872985
Twitter_people,-12.62141205021569
shine,-53.084988764257794
Michael,-54.705349570310524
joy_peace,-12.584245026361701
pzynoni007,-53.573670259454715
financial,-62.05508738470156
Fund,-56.60507704829996
hasn’t,-52.5470732699238
slip,-49.122452146071055
break,-56.226274603611046
Thickerbody08,-55.30273740548438
record,-51.81277032876716
GTB,-53.946658122661226
decide,-51.725652177451266
frustrate,-54.980652913833296
Monday,-57.033662470623725
whenever,-52.598263000057045
grow,-58.662711741346655
event,-55.233230701586294
Mbahdeyforyou,-34.01470616557585
lagos,-57.655712928862876
Opened,-53.51274814256033
fell,-55.88532015479315
Usmanashafe,-44.54778442233792
iamrebirthlion,-41.316720559919126
am,-58.80745991377509
BennyGoldx,-56.29282317940654
button,-51.824042819519946
reasons,-57.67650559134047
LayzeeElla,-50.8490423015522
water,-43.20285450930594
gets,-53.765371369941256
lately,-54.14048340855484
Another,-40.532539621280144
Lovely,-46.513591393104534
do,-55.947163121588595
smooth,-51.31794315085655
investment,-51.83797528939273
waste,-50.11046615298442
Share,-53.18157045285255
000,-55.02903787753726
Edeoghenekevwe,-52.126734683572074
ya,-56.00795314620533
prefer,-57.01036520084497
rep,-62.48421296893824
OrijinNigeria,-40.23008182421341
freaky,-56.44337206998918
Drop,-52.32860304227776
emergency,-56.11043792885066
plz,-51.86892459999613
marry,-54.45430902245218
UBA,-53.754907867410786
15,-54.6480861289075
sometimes,-55.06790994503507
anyday,-52.284668984365126
Valentines,-55.01346497474349
hour,-50.841836423321745
D0NJaZy,-54.32932281849707
low,-53.4555495777528
background,-51.36964979565312
Eko,-49.35875405065394
account”,-50.919127346358145
white,-52.425248103482375
8,-57.59994745973205
Hopefully,-58.85630735629775
write,-54.30320448833632
idea,-54.052119926100765
blow,-55.16439854023143
added,-56.58487704463738
GidiTraffic,-43.040385826346515
neither,-55.70875142323793
stressful,-56.409131850257836
zegbua,-42.713690975154186
Last,-55.416419461962775
Never,-54.62231740166055
writing,-45.55033222269557
costs,-53.191545998331584
particular,-54.593101803016054
promo,-49.533598326773486
YouTube,-23.826615622346498
saltion01,-44.88662786481737
totally,-53.18045165043838
b4,-56.047640684141626
Dangerous,-45.195164651454526
hang,-52.19599010032055
myshay001,-34.696322384126994
ends,-51.17556066118335
clicking,-48.20322720551073
liquidation,-42.99434197773485
FemzyWealth,-44.8242416982584
MTN180,-43.84034740264402
dms,-52.23357887111684
lock,-54.29382833414175
azu4real2004,-33.79032138549642
Someone,-55.15534420033148
cruise,-56.92665348118887
saved,-58.23530552472513
inconvenience_may,-51.15986386709522
finding,-51.35625367062393
sudden,-55.87729492798466
N50,-55.195805863235584
Westjrn1,-49.204744558536156
guide,-52.45511393700421
trusting,-40.53031089180396
EbituPromise,-41.21823960462466
AdorableEsther2,-39.60783232813737
certain,-55.8293308865779
logged,-52.8851320048816
mother,-58.87413109065483
24hours,-57.556380633732296
BABA,-56.08507982068391
February,-55.16164039740772
terrible,-56.19469665622819
blocked,-54.96363755631576
iAmMEdAL,-38.11420644102486
etc,-57.76220598286069
danniegram,-40.53148075338634
OmoIyaBeji,-48.388475261908916
bother,-55.153517097514076
token,-55.63274618144803
reduced,-51.900103641030434
Invest,-51.76174974460596
Rema,-51.9222106502823
vbanktargetsavings,-51.66196045251211
inflow,-53.1540051627602
attending,-53.37741451443827
loud,-59.08372741745022
Arya,-56.65651724613936
UNIONBANKNG,-54.08588706505687
33,-20.108091228968423
Question,-43.373415241994756
I,-58.313185170154384
pleasure,-49.86105582507567
dance,-57.477274227632336
wow,-52.940239508015765
found,-61.312543691677476
box,-53.05638482426416
bros,-55.324261972402276
sister,-60.7149139467439
Cri8tiveminds,-38.30658773575201
there’s,-56.90504709213359
Layomhie,-47.26716784953435
enquiries,-54.60447935853248
talking,-53.39584086982031
client,-51.93831001467995
iamola02,-55.23445073501321
LAYCON,-51.31004225552336
trade,-45.40150406914652
Better,-53.61900276454764
looks,-59.09031948701271
Nuga2022,-35.734151866378966
achieved,-50.91887467195092
Alright,-53.84117446809192
NUGAxVBank,-32.91353454458066
agree,-58.52529604519981
Right,-56.64075045100017
prayer,-56.39984996960929
1000601186,-41.78830188947941
greener,-30.62166036420743
kid,-54.025200643999625
peoples,-60.54428559002614
5000,-57.633711103940804
Phone,-54.50662816597945
smelling,-52.36113070096162
Enjoy,-56.12325927074357
pepper,-52.72744154098347
LouieDi13,-59.523728241746525
copy,-48.923979738151885
Vapp,-54.175207966592616
front,-52.837031172934076
round,-54.78948308343901
management,-44.611005748116455
DAMIADENUGA,-33.79404453955019
dn,-53.48034620295713
beat,-36.504983255150314
shall,-55.54789067023911
sneakers,-57.355110198713845
you’ll,-52.28024603193282
Ever,-57.88017115832283
spending,-54.228128983653086
temmyomogold,-51.96688368919463
rolysco,-48.81605133519538
Gone,-40.937616655080916
drinks,-44.28260545235528
quite,-55.096170970368334
launch,-42.12397516071982
half,-47.52316111799026
version,-53.614497316195305
Egbon,-53.87352400902033
owe,-55.746724441314626
Trust,-50.69626192499353
biggest,-57.41459830896698
exclusive,-51.84656651104987
Digital,-47.23652841993243
Acc,-54.84486957741306
mk,-55.51546609706948
Man,-60.927825782873576
id,-56.99810345816302
happens,-55.10636070641925
eh,-57.936376558792425
machine,-59.59586755612924
mate,-53.740259427639344
fidelitybankplc,-50.10586296349566
sell,-59.06882875779719
otunbalanre,-44.777409466354484
consider,-57.677496971817106
Goodluck,-52.98240363213515
valentine,-57.377011392881464
Retweet,-55.448354292027325
craze,-55.22788838684107
cover,-54.97994612651768
rather,-49.989370940579285
lunch,-53.14192223646745
anyway,-46.000386934903375
English,-51.54677071416355
Utchay14,-36.14195363627666
yeye,-53.67011159828983
success,-55.78909742818896
sis,-57.8983404850395
getequity,-45.19098243896535
anyhow,-53.724689677839955
apongbo,-49.27562541159975
area,-51.23495172127231
grab,-55.365329796796594
visit,-52.31447617941539
crypto,-59.98607428338709
20th,-40.76047586266613
power,-57.594071835871155
mo,-57.86611927388019
knew,-56.532492829601125
cares,-53.45848269187218
worse,-52.56182482454601
rn,-55.122861619353145
ScentsByLimmah,-50.144889427188645
I’d,-55.79013072898904
Sure,-53.0577136872303
advantage,-59.49970313528121
surely,-56.01518325802975
skilfulxavi,-57.27375596929688
offers,-56.569532614566164
picture_video,-37.26752374509829
confirmation,-53.27088512429656
pending,-56.36607413824892
stick,-54.841007970985494
Y’all,-53.45533516486425
